id	name	description	synonyms	organism
Q9CKW4	ATPF_PASMU	ATP synthase subunit b	["ATP synthase F(0) sector subunit b", "F-type ATPase subunit b", "ATPase subunit I"]	NCBI:txid272843
Q9Z1Y5	IL10_CAVPO	Interleukin-10 (precursor)	["Cytokine synthesis inhibitory factor", "IL-10"]	NCBI:txid10141
P0CV64	RL150_PLAVT	Secreted RxLR effector protein 150 (precursor)	[]	NCBI:txid143451
P60674	MNHA1_STAAM	Na(+)/H(+) antiporter subunit A1	["Mnh complex subunit A1"]	NCBI:txid158878
Q60991	CP7B1_MOUSE	Cytochrome P450 7B1	["EC:1.14.14.29", "Hippocampal transcript 1 protein", "3-hydroxysteroid 7-alpha hydroxylase", "Oxysterol 7-alpha-hydroxylase", "25/26-hydroxycholesterol 7-alpha-hydroxylase", "24-hydroxycholesterol 7-alpha-hydroxylase", "EC:1.14.14.26"]	NCBI:txid10090
Q9PSM5	SL1B_BOTJA	Snaclec GPIB-binding protein subunit beta	["GPIb-BP subunit beta"]	NCBI:txid8724
Q9FZ19	PPR5_ARATH	Putative pentatricopeptide repeat-containing protein At1g02420	[]	NCBI:txid3702
Q5PF15	RECA_SALPA	Protein RecA	["Recombinase A"]	NCBI:txid295319
A3LQC5	SDS23_PICST	Protein SDS23	[]	NCBI:txid322104
A7X427	GATA_STAA1	Glutamyl-tRNA(Gln) amidotransferase subunit A	["EC:6.3.5.7", "Glu-ADT subunit A"]	NCBI:txid418127
B8PBQ6	ERT1_POSPM	Transcription activator of gluconeogenesis ERT1	[]	NCBI:txid561896
Q2GAB9	XYLA_NOVAD	Xylose isomerase	["EC:5.3.1.5"]	NCBI:txid279238
Q9ZE84	KDSA_RICPR	2-dehydro-3-deoxyphosphooctonate aldolase	["Phospho-2-dehydro-3-deoxyoctonate aldolase", "KDO-8-phosphate synthase", "EC:2.5.1.55", "3-deoxy-D-manno-octulosonic acid 8-phosphate synthase"]	NCBI:txid272947
Q6ZNX1	SHLD3_HUMAN	Shieldin complex subunit 3	["REV7-interacting novel NHEJ regulator 1", "Shield complex subunit 3"]	NCBI:txid9606
P04653	CASA1_SHEEP	Alpha-S1-casein (precursor)	[]	NCBI:txid9940
B1XL79	HEMH_SYNP2	Ferrochelatase	["Protoheme ferro-lyase", "EC:4.99.1.1", "Heme synthase"]	NCBI:txid32049
A8YYH5	BIOB_STAAT	Biotin synthase	["EC:2.8.1.6"]	NCBI:txid451516
B9JZ26	LGT_AGRVS	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	["EC:2.5.1.145"]	NCBI:txid311402
B3LM82	CMC4_YEAS1	Cx9C motif-containing protein 4, mitochondrial	[]	NCBI:txid285006
Q970V6	PURL_SULTO	Phosphoribosylformylglycinamidine synthase subunit PurL	["EC:6.3.5.3", "Phosphoribosylformylglycinamidine synthase subunit II", "FGAM synthase", "Formylglycinamide ribonucleotide amidotransferase subunit II", "Glutamine amidotransferase PurL"]	NCBI:txid273063
Q0TG16	MDTA_ECOL5	Multidrug resistance protein MdtA (precursor)	["Multidrug transporter MdtA"]	NCBI:txid362663
B5YXA2	RECF_ECO5E	DNA replication and repair protein RecF	[]	NCBI:txid444450
A4QLI5	RPOC1_LOBMA	DNA-directed RNA polymerase subunit beta'	["Plastid-encoded RNA polymerase subunit beta'", "PEP", "EC:2.7.7.6"]	NCBI:txid226051
Q3AW12	HRCA_SYNS9	Heat-inducible transcription repressor HrcA	[]	NCBI:txid316279
Q5ZJG3	BT3L4_CHICK	Transcription factor BTF3 homolog 4	["Basic transcription factor 3-like 4"]	NCBI:txid9031
A0KL53	HTPG_AERHH	Chaperone protein HtpG	["High temperature protein G", "Heat shock protein HtpG"]	NCBI:txid380703
Q8R8W3	SELD_CALS4	Selenide, water dikinase	["EC:2.7.9.3", "Selenium donor protein", "Selenophosphate synthase"]	NCBI:txid273068
O88544	CSN4_MOUSE	COP9 signalosome complex subunit 4	["JAB1-containing signalosome subunit 4", "SGN4", "Signalosome subunit 4"]	NCBI:txid10090
P52509	GL_HHV7J	Envelope glycoprotein L (precursor)	["gL"]	NCBI:txid57278
Q6G2W6	RL4_BARHE	50S ribosomal protein L4	[]	NCBI:txid283166
Q8QL45	Y117_SIRV1	Uncharacterized protein 117	[]	NCBI:txid157898
P34161	YOX1_YEAST	Homeobox protein YOX1	[]	NCBI:txid559292
A7ML80	RL31_CROS8	50S ribosomal protein L31	[]	NCBI:txid290339
P16873	PBP2_NEIFL	Probable peptidoglycan D,D-transpeptidase PenA (fragment)	["EC:3.4.16.4", "Penicillin-binding protein 2"]	NCBI:txid484
Q89KP7	ISPT2_BRADU	Isoprenyl transferase 2	["EC:2.5.1.-"]	NCBI:txid224911
Q049U2	RS2_LACDB	30S ribosomal protein S2	[]	NCBI:txid321956
Q2UG11	CPAO_ASPOR	Beta-cyclopiazonate dehydrogenase (precursor)	["Beta-Cyclopiazonate oxidocyclase", "FAD-dependent oxidoreductase cpaO", "EC:1.21.99.1"]	NCBI:txid510516
P0DH32	ISPT_STRP3	Isoprenyl transferase	["EC:2.5.1.-"]	NCBI:txid198466
A2T308	YCF2_ANGEV	Protein Ycf2	[]	NCBI:txid13825
Q73AY0	NDK_BACC1	Nucleoside diphosphate kinase	["EC:2.7.4.6", "NDP kinase", "Nucleoside-2-P kinase", "NDK"]	NCBI:txid222523
A0PY64	SYN_CLONN	Asparagine--tRNA ligase	["EC:6.1.1.22", "Asparaginyl-tRNA synthetase"]	NCBI:txid386415
B1I461	PLSY_DESAP	Glycerol-3-phosphate acyltransferase	["Lysophosphatidic acid synthase", "Acyl-phosphate--glycerol-3-phosphate acyltransferase", "G3P acyltransferase", "EC:2.3.1.275", "Acyl-PO4 G3P acyltransferase"]	NCBI:txid477974
Q9JZB4	GLND_NEIMB	Bifunctional uridylyltransferase/uridylyl-removing enzyme	["Bifunctional nitrogen sensor protein", "Bifunctional [protein-PII] modification enzyme", "UTase/UR"]	NCBI:txid122586
P9WMJ6	HTPG_MYCTO	Chaperone protein HtpG	["High temperature protein G", "Heat shock protein HtpG"]	NCBI:txid83331
A1K3H4	COAD_AZOSB	Phosphopantetheine adenylyltransferase	["EC:2.7.7.3", "Pantetheine-phosphate adenylyltransferase", "Dephospho-CoA pyrophosphorylase"]	NCBI:txid418699
Q88QG5	EX7S_PSEPK	Exodeoxyribonuclease 7 small subunit	["EC:3.1.11.6", "Exodeoxyribonuclease VII small subunit"]	NCBI:txid160488
Q5QVM7	METK_IDILO	S-adenosylmethionine synthase	["MAT", "EC:2.5.1.6", "AdoMet synthase", "Methionine adenosyltransferase"]	NCBI:txid283942
Q84TC2	BX6_MAIZE	DIBOA-glucoside dioxygenase BX6	["2-oxoglutarate-dependent dioxygenase BX6", "Protein BENZOXAZINONE SYNTHESIS 6", "EC:1.14.11.59", "2,4-dihydroxy-1,4-benzoxazin-3-one-glucoside dioxygenase"]	NCBI:txid4577
B0RW53	DAPE_XANCB	Succinyl-diaminopimelate desuccinylase	["EC:3.5.1.18", "SDAP desuccinylase", "N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase"]	NCBI:txid509169
B1YGV8	RL29_EXIS2	50S ribosomal protein L29	[]	NCBI:txid262543
Q83F59	TOLB_COXBU	Tol-Pal system protein TolB (precursor)	[]	NCBI:txid227377
P08879	NDKA_DROME	Nucleoside diphosphate kinase	["NDK", "Abnormal wing disks protein", "NDP kinase", "EC:2.7.4.6", "Killer of prune protein"]	NCBI:txid7227
B5FNQ2	NAPA_SALDC	Periplasmic nitrate reductase (precursor)	["EC:1.9.6.1"]	NCBI:txid439851
Q9HT70	METN2_PSEAE	Methionine import ATP-binding protein MetN 2	["EC:7.4.2.11"]	NCBI:txid208964
Q2KMM2	TPPC1_RAT	Trafficking protein particle complex subunit 1	[]	NCBI:txid10116
A3N3C8	MSRP_ACTP2	Protein-methionine-sulfoxide reductase catalytic subunit MsrP (precursor)	["EC:1.8.5.-"]	NCBI:txid416269
P30527	HEM3_YERIN	Porphobilinogen deaminase (fragment)	["Hydroxymethylbilane synthase", "PBG", "Pre-uroporphyrinogen synthase", "EC:2.5.1.61"]	NCBI:txid631
P60016	RENI_PANTR	Renin (precursor)	["EC:3.4.23.15", "Angiotensinogenase"]	NCBI:txid9598
Q18EC3	Y3622_HALWD	Putative metal transport protein HQ_3622A (precursor)	[]	NCBI:txid362976
Q9F1L9	CYC6_THEVL	Cytochrome c6 (precursor)	["Soluble cytochrome f", "Cytochrome c-553", "Cytochrome c553"]	NCBI:txid32053
A0A140FAN3	HSD_PINMS	11-beta-hydroxysteroid dehydrogenase	["17-beta-hydroxysteroid dehydrogenase", "EC:1.1.1.146", "Steroleosin", "EC:1.1.1.62"]	NCBI:txid88730
A6NK59	ASB14_HUMAN	Ankyrin repeat and SOCS box protein 14	["ASB-14"]	NCBI:txid9606
Q048T5	RL332_LACDB	50S ribosomal protein L33 2	[]	NCBI:txid321956
P69161	SOMA_PANPG	Somatotropin (precursor)	["Growth hormone"]	NCBI:txid8001
A2YU42	CSLD2_ORYSI	Cellulose synthase-like protein D2	["EC:2.4.1.-", "OsCslD2"]	NCBI:txid39946
Q7UZW7	RL17_PROMP	50S ribosomal protein L17	[]	NCBI:txid59919
E9ENC6	CHI3_METRA	Endochitinase 3 (precursor)	["EC:3.2.1.14", "Chitinase 3"]	NCBI:txid655844
P84734	PS18_PINST	Putative acid phosphatase PS18 (fragment)	[]	NCBI:txid3348
P75010	TERW_SERMA	Tellurium resistance protein TerW	[]	NCBI:txid615
C4PYP8	DRE2_SCHMA	Anamorsin homolog	["Fe-S cluster assembly protein DRE2 homolog"]	NCBI:txid6183
A1R6Z7	PYRB_PAEAT	Aspartate carbamoyltransferase	["Aspartate transcarbamylase", "EC:2.1.3.2"]	NCBI:txid290340
Q1MPZ0	Y883_LAWIP	UPF0173 metal-dependent hydrolase LI0883	[]	NCBI:txid363253
B7L4L7	RS12_ECO55	30S ribosomal protein S12	[]	NCBI:txid585055
O88990	ACTN3_MOUSE	Alpha-actinin-3	["F-actin cross-linking protein", "Alpha-actinin skeletal muscle isoform 3"]	NCBI:txid10090
Q8CSW3	RPOZ_STAES	DNA-directed RNA polymerase subunit omega	["RNAP omega subunit", "EC:2.7.7.6", "Transcriptase subunit omega", "RNA polymerase omega subunit"]	NCBI:txid176280
B5YRN8	FLHD_ECO5E	Flagellar transcriptional regulator FlhD	[]	NCBI:txid444450
Q54N00	FORH_DICDI	Formin-H	["Diaphanous-related formin dia2"]	NCBI:txid44689
A4TGM7	IBPB_YERPP	Small heat shock protein IbpB	["16 kDa heat shock protein B"]	NCBI:txid386656
B7LC21	PSD_ECO55	Phosphatidylserine decarboxylase proenzyme	["EC:4.1.1.65"]	NCBI:txid585055
O33600	RAD50_SULAC	DNA double-strand break repair Rad50 ATPase	[]	NCBI:txid330779
A4VVZ9	Y1322_STRSY	UPF0346 protein SSU05_1322	[]	NCBI:txid391295
A6VSY4	RL28_MARMS	50S ribosomal protein L28	[]	NCBI:txid400668
Q75JN3	T1842_DICDI	Transmembrane protein 184 homolog DDB_G0276041	[]	NCBI:txid44689
Q9L0T8	MQNA_STRCO	Chorismate dehydratase	["Menaquinone biosynthetic enzyme MqnA", "EC:4.2.1.151"]	NCBI:txid100226
A6W199	FLGI_MARMS	Flagellar P-ring protein (precursor)	["Basal body P-ring protein"]	NCBI:txid400668
Q4FTU8	GPMI_PSYA2	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	["iPGM", "Phosphoglyceromutase", "EC:5.4.2.12", "BPG-independent PGAM"]	NCBI:txid259536
Q4W568	TILS_NEIMB	tRNA(Ile)-lysidine synthase	["EC:6.3.4.19", "tRNA(Ile)-lysidine synthetase", "tRNA(Ile)-2-lysyl-cytidine synthase"]	NCBI:txid122586
Q1Q8J2	CLPP_PSYCK	ATP-dependent Clp protease proteolytic subunit	["Endopeptidase Clp", "EC:3.4.21.92"]	NCBI:txid335284
P18791	AMIA_STRPN	Oligopeptide-binding protein AmiA (precursor)	[]	NCBI:txid170187
Q8D8V3	HCP_VIBVU	Hydroxylamine reductase	["Hybrid-cluster protein", "Prismane protein", "EC:1.7.99.1"]	NCBI:txid216895
Q1BVW7	GLGB_BURCA	1,4-alpha-glucan branching enzyme GlgB	["Glycogen branching enzyme", "EC:2.4.1.18", "Alpha-(1->4)-glucan branching enzyme", "1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase"]	NCBI:txid331271
Q9NWZ8	GEMI8_HUMAN	Gem-associated protein 8	["Protein FAM51A1", "Gemin-8"]	NCBI:txid9606
B1YJ40	DAPB_EXIS2	4-hydroxy-tetrahydrodipicolinate reductase	["EC:1.17.1.8", "HTPA reductase"]	NCBI:txid262543
O88623	UBP2_MOUSE	Ubiquitin carboxyl-terminal hydrolase 2	["Ubiquitin thioesterase 2", "41 kDa ubiquitin-specific protease", "Ubiquitin-specific-processing protease 2", "Deubiquitinating enzyme 2", "EC:3.4.19.12"]	NCBI:txid10090
Q60495	A4_CAVPO	Amyloid-beta A4 protein	["ABPP", "Amyloid precursor protein", "Amyloid-beta precursor protein", "Alzheimer disease amyloid A4 protein homolog"]	NCBI:txid10141
P21953	ODBB_HUMAN	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial (precursor)	["Branched-chain alpha-keto acid dehydrogenase E1 component beta chain", "EC:1.2.4.4"]	NCBI:txid9606
A0M787	PANC_GRAFK	Pantothenate synthetase	["Pantoate--beta-alanine ligase", "Pantoate-activating enzyme", "PS", "EC:6.3.2.1"]	NCBI:txid411154
Q7X6J9	EXB17_ORYSJ	Expansin-B17 (precursor)	["OsEXPB17", "Beta-expansin-17", "OsaEXPb1.13"]	NCBI:txid39947
Q0MQB7	NDUAA_PANTR	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial (precursor)	["NADH-ubiquinone oxidoreductase 42 kDa subunit", "Complex I-42kD"]	NCBI:txid9598
A6TGU6	LAMB2_KLEP7	Maltoporin 2 (precursor)	["Maltose-inducible porin 2"]	NCBI:txid272620
Q9FFD0	PIN5_ARATH	Auxin efflux carrier component 5	["AtPIN5"]	NCBI:txid3702
P0DG79	GNGF_STRPQ	Putative gluconeogenesis factor	[]	NCBI:txid193567
A6M3M3	RSMG_CLOB8	Ribosomal RNA small subunit methyltransferase G	["16S rRNA 7-methylguanosine methyltransferase", "EC:2.1.1.-"]	NCBI:txid290402
P20366	TKN1_HUMAN	Protachykinin-1	["PPT"]	NCBI:txid9606
O94706	TAF8_SCHPO	Transcription initiation factor TFIID subunit 8	["TBP-associated factor 8"]	NCBI:txid284812
Q7CJG3	MACB2_YERPE	Macrolide export ATP-binding/permease protein MacB 2	["EC:7.6.2.-"]	NCBI:txid632
Q9HPL7	CBIA_HALSA	Cobyrinate a,c-diamide synthase	["EC:6.3.5.11", "Cobyrinic acid a,c-diamide synthetase"]	NCBI:txid64091
Q2AAF6	GMT_PICPA	GDP-mannose transporter	["GMT"]	NCBI:txid4922
Q178E6	MED22_AEDAE	Mediator of RNA polymerase II transcription subunit 22	["Mediator complex subunit 22"]	NCBI:txid7159
Q082N5	ASTE_SHEFN	Succinylglutamate desuccinylase	["EC:3.5.1.96"]	NCBI:txid318167
B9LTF0	METXA_HALLT	Homoserine O-acetyltransferase	["EC:2.3.1.31", "HAT", "Homoserine transacetylase"]	NCBI:txid416348
Q03420	ALP_HYPAT	Alkaline proteinase (precursor)	["ALP", "EC:3.4.21.-"]	NCBI:txid63577
B7V3E7	HSLU_PSEA8	ATP-dependent protease ATPase subunit HslU	["Unfoldase HslU"]	NCBI:txid557722
P67920	BLA1_ACTPL	Beta-lactamase ROB-1 (precursor)	["EC:3.5.2.6"]	NCBI:txid715
Q04774	YG34_BPMV4	Uncharacterized protein ORF4	[]	NCBI:txid12392
Q9SMT4	RL132_ARATH	Putative 60S ribosomal protein L13-2	[]	NCBI:txid3702
Q24SU4	YBEY_DESHY	Endoribonuclease YbeY	["EC:3.1.-.-"]	NCBI:txid138119
P51048	MTR1A_XENLA	Melatonin receptor type 1A X2.0 (fragment)	["Mel1a receptor X2.0", "Mel-1A-R X2.0"]	NCBI:txid8355
C4K2X8	DAPE_RICPU	Succinyl-diaminopimelate desuccinylase	["SDAP desuccinylase", "EC:3.5.1.18", "N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase"]	NCBI:txid562019
Q46C79	NOP10_METBF	Ribosome biogenesis protein Nop10	[]	NCBI:txid269797
P85361	NAH_CYCRE	Putative Na(+)/H(+) antiporter (fragment)	[]	NCBI:txid3396
B0Z5F1	RK20_OENPA	50S ribosomal protein L20, chloroplastic	[]	NCBI:txid482429
B1XSD4	ATPB_POLNS	ATP synthase subunit beta	["EC:7.1.2.2", "F-ATPase subunit beta", "ATP synthase F1 sector subunit beta"]	NCBI:txid452638
A5VJ69	RPOY_LACRD	DNA-directed RNA polymerase subunit epsilon	["RNAP epsilon subunit", "EC:2.7.7.6", "Transcriptase subunit epsilon", "RNA polymerase epsilon subunit"]	NCBI:txid557436
B8DF04	RL7_LISMH	50S ribosomal protein L7/L12	[]	NCBI:txid552536
A0A2I8B352	AMP2_PARCM	Paralithocin 2 (precursor)	["P30"]	NCBI:txid6741
B2GCY7	RECU_LACF3	Holliday junction resolvase RecU	["EC:3.1.22.4", "Recombination protein U homolog"]	NCBI:txid334390
A9BFZ5	IF1_PETMO	Translation initiation factor IF-1	[]	NCBI:txid403833
P13665	EN16_STRPU	Protein ENDO16 (fragment)	[]	NCBI:txid7668
Q7A771	PROP_STAAN	Putative proline/betaine transporter	[]	NCBI:txid158879
P52695	HLYU_VIBCH	Transcriptional activator HlyU	[]	NCBI:txid243277
Q9CR26	VTA1_MOUSE	Vacuolar protein sorting-associated protein VTA1 homolog	["SKD1-binding protein 1"]	NCBI:txid10090
Q67PA9	DXR_SYMTH	1-deoxy-D-xylulose 5-phosphate reductoisomerase	["DXP reductoisomerase", "2-C-methyl-D-erythritol 4-phosphate synthase", "EC:1.1.1.267", "1-deoxyxylulose-5-phosphate reductoisomerase"]	NCBI:txid292459
B6I9W2	CLSA_ECOSE	Cardiolipin synthase A	["EC:2.7.8.-", "CL synthase"]	NCBI:txid409438
P21700	NCAP_RVFVZ	Nucleoprotein	["Nucleocapsid protein"]	NCBI:txid11589
P0A7P9	RL34_SALTI	50S ribosomal protein L34	[]	NCBI:txid90370
Q9NJP0	AMYR_DROEL	Alpha-amylase-related protein (precursor)	["EC:3.2.1.1"]	NCBI:txid30023
B4SYJ0	LIPA_SALNS	Lipoyl synthase	["Lipoic acid synthase", "Sulfur insertion protein LipA", "Lip-syn", "Lipoate synthase", "EC:2.8.1.8"]	NCBI:txid423368
P28705	RXRG_MOUSE	Retinoic acid receptor RXR-gamma	["Retinoid X receptor gamma", "Nuclear receptor subfamily 2 group B member 3"]	NCBI:txid10090
Q0A439	PB1F2_I49A1	Protein PB1-F2	[]	NCBI:txid382838
Q1RJ43	RSMH_RICBR	Ribosomal RNA small subunit methyltransferase H	["rRNA (cytosine-N(4)-)-methyltransferase RsmH", "16S rRNA m(4)C1402 methyltransferase", "EC:2.1.1.199"]	NCBI:txid336407
Q0TPD5	EX7L_CLOP1	Exodeoxyribonuclease 7 large subunit	["EC:3.1.11.6", "Exodeoxyribonuclease VII large subunit"]	NCBI:txid195103
P46571	SRG2_CAEEL	Serpentine receptor class gamma-2	["Protein srg-2"]	NCBI:txid6239
P87055	YDJ7_SCHPO	Uncharacterized protein C57A10.07	[]	NCBI:txid284812
Q8TE68	ES8L1_HUMAN	Epidermal growth factor receptor kinase substrate 8-like protein 1	["EPS8-like protein 1", "Epidermal growth factor receptor pathway substrate 8-related protein 1"]	NCBI:txid9606
C4LIW5	SYH_CORK4	Histidine--tRNA ligase	["Histidyl-tRNA synthetase", "EC:6.1.1.21"]	NCBI:txid645127
Q33113	NU5C_SESIN	NAD(P)H-quinone oxidoreductase subunit 5, chloroplastic (fragment)	["NADH-plastoquinone oxidoreductase subunit 5", "EC:7.1.1.-", "NAD(P)H dehydrogenase subunit 5"]	NCBI:txid4182
P74519	LIPB_SYNY3	Octanoyltransferase	["Lipoate-protein ligase B", "Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase", "Lipoyl/octanoyl transferase", "EC:2.3.1.181"]	NCBI:txid1111708
B7HCS2	RECO_BACC4	DNA repair protein RecO	["Recombination protein O"]	NCBI:txid405532
Q9CAN9	ERF26_ARATH	Ethylene-responsive transcription factor ERF026	[]	NCBI:txid3702
Q9WZ43	LNT_THEMA	Apolipoprotein N-acyltransferase	["ALP N-acyltransferase", "EC:2.3.1.269"]	NCBI:txid243274
A6UUH1	PURT_META3	Formate-dependent phosphoribosylglycinamide formyltransferase	["GAR transformylase 2", "EC:2.1.2.-", "Phosphoribosylglycinamide formyltransferase 2", "5'-phosphoribosylglycinamide transformylase 2", "Non-folate glycinamide ribonucleotide transformylase", "Formate-dependent GAR transformylase"]	NCBI:txid419665
Q5ZZ95	GCSPA_LEGPH	Probable glycine dehydrogenase (decarboxylating) subunit 1	["Glycine dehydrogenase (aminomethyl-transferring) subunit 1", "Glycine cleavage system P-protein subunit 1", "Glycine decarboxylase subunit 1", "EC:1.4.4.2"]	NCBI:txid272624
Q914I2	Y050_SIFVH	Uncharacterized protein 50	[]	NCBI:txid654908
Q8IZD6	S22AF_HUMAN	Solute carrier family 22 member 15	["Fly-like putative transporter 1"]	NCBI:txid9606
Q3Z950	RL13_DEHM1	50S ribosomal protein L13	[]	NCBI:txid243164
P92548	M1180_ARATH	Uncharacterized mitochondrial protein AtMg01180	["ORF111b"]	NCBI:txid3702
Q57962	PPSA_METJA	Probable phosphoenolpyruvate synthase	["PEP synthase", "Pyruvate, water dikinase", "EC:2.7.9.2"]	NCBI:txid243232
A8WS92	SKA1_CAEBR	Spindle and kinetochore-associated protein 1 homolog	[]	NCBI:txid6238
P76205	ARPB_ECOLI	Putative ankyrin repeat protein B	[]	NCBI:txid83333
Q56073	DNAK_SALTY	Chaperone protein DnaK	["Heat shock protein 70", "HSP70", "Heat shock 70 kDa protein"]	NCBI:txid99287
Q75CN2	YPP1_ASHGO	Cargo-transport protein YPP1	[]	NCBI:txid284811
P85981	TI_VERHE	Trypsin inhibitor	["VhTI"]	NCBI:txid202477
B0U0Y7	RL23_FRAP2	50S ribosomal protein L23	[]	NCBI:txid484022
P45123	BCR_HAEIN	Bicyclomycin resistance protein homolog	[]	NCBI:txid71421
B0U0Y8	RL4_FRAP2	50S ribosomal protein L4	[]	NCBI:txid484022
B1AJL7	RS9_UREP2	30S ribosomal protein S9	[]	NCBI:txid505682
Q6F205	ATPD_MESFL	ATP synthase subunit delta	["ATP synthase F(1) sector subunit delta", "F-type ATPase subunit delta"]	NCBI:txid265311
A5F383	TCPF_VIBC3	Toxin coregulated pilus biosynthesis protein F (precursor)	["TCP pilus biosynthesis protein TcpF"]	NCBI:txid345073
Q9HPC0	RS14Z_HALSA	30S ribosomal protein S14 type Z	[]	NCBI:txid64091
B6J235	FABV_COXB2	Enoyl-[acyl-carrier-protein] reductase [NADH]	["EC:1.3.1.9", "ENR"]	NCBI:txid434923
B5ENJ1	LEUC_ACIF5	3-isopropylmalate dehydratase large subunit	["Alpha-IPM isomerase", "Isopropylmalate isomerase", "EC:4.2.1.33"]	NCBI:txid380394
B7ICC6	PDXH_ACIB5	Pyridoxine/pyridoxamine 5'-phosphate oxidase	["PNP/PMP oxidase", "EC:1.4.3.5", "Pyridoxal 5'-phosphate synthase"]	NCBI:txid480119
Q5F3W3	MK06_CHICK	Mitogen-activated protein kinase 6	["MAP kinase 6", "EC:2.7.11.24", "MAPK 6"]	NCBI:txid9031
C5CC48	RL6_MICLC	50S ribosomal protein L6	[]	NCBI:txid465515
Q759K9	OSW5_ASHGO	Outer spore wall protein 5	[]	NCBI:txid284811
Q9RUK6	MSRB_DEIRA	Peptide methionine sulfoxide reductase MsrB	["EC:1.8.4.12", "Peptide-methionine (R)-S-oxide reductase"]	NCBI:txid243230
Q9M2U4	SRS6_ARATH	Protein SHI RELATED SEQUENCE 6	[]	NCBI:txid3702
Q135K8	DER_RHOPS	GTPase Der	["GTP-binding protein EngA"]	NCBI:txid316057
Q7VSF4	RIBB_BORPE	3,4-dihydroxy-2-butanone 4-phosphate synthase	["DHBP synthase", "EC:4.1.99.12"]	NCBI:txid257313
Q96EQ0	SGTB_HUMAN	Small glutamine-rich tetratricopeptide repeat-containing protein beta	["Small glutamine-rich protein with tetratricopeptide repeats 2", "Beta-SGT"]	NCBI:txid9606
A2SQC6	FEN_METLZ	Flap endonuclease 1	["FEN-1", "Flap structure-specific endonuclease 1", "EC:3.1.-.-"]	NCBI:txid410358
Q8S8D3	EREL2_ARATH	PX domain-containing protein EREL2	["Protein EREX-like 2"]	NCBI:txid3702
Q66HG8	RED_RAT	Protein Red	["IK factor", "Cytokine IK"]	NCBI:txid10116
Q14FH5	MATK_POPAL	Maturase K	["Intron maturase"]	NCBI:txid43335
Q2L927	RK20_GOSHI	50S ribosomal protein L20, chloroplastic	[]	NCBI:txid3635
Q8TAV4	STML3_HUMAN	Stomatin-like protein 3	["SLP-3"]	NCBI:txid9606
P60448	RL3_STAAM	50S ribosomal protein L3	[]	NCBI:txid158878
A5GI59	PSAC_SYNPW	Photosystem I iron-sulfur center	["9 kDa polypeptide", "EC:1.97.1.12", "PsaC", "Photosystem I subunit VII", "PSI-C"]	NCBI:txid32051
Q134B1	TYSY_RHOPS	Thymidylate synthase	["TSase", "EC:2.1.1.45", "TS"]	NCBI:txid316057
P19618	NCPR_SALTR	NADPH--cytochrome P450 reductase (fragment)	["P450R", "CPR", "EC:1.6.2.4"]	NCBI:txid8032
P33602	NUOG_ECOLI	NADH-quinone oxidoreductase subunit G	["NUO7", "EC:7.1.1.-", "NADH dehydrogenase I subunit G", "NDH-1 subunit G"]	NCBI:txid83333
Q8DPM2	GYRA_STRR6	DNA gyrase subunit A	["EC:5.6.2.2"]	NCBI:txid171101
B0U4U5	SURE_XYLFM	5'-nucleotidase SurE	["Nucleoside 5'-monophosphate phosphohydrolase", "EC:3.1.3.5"]	NCBI:txid405440
P0CX23	RL20A_YEAST	60S ribosomal protein L20-A	["L18a", "Large ribosomal subunit protein eL20-A"]	NCBI:txid559292
P00158	CYB_MOUSE	Cytochrome b	["Cytochrome b-c1 complex subunit 3", "Ubiquinol-cytochrome-c reductase complex cytochrome b subunit", "Complex III subunit III", "Complex III subunit 3"]	NCBI:txid10090
Q57R38	SYS_SALCH	Serine--tRNA ligase	["Seryl-tRNA synthetase", "Seryl-tRNA(Ser/Sec) synthetase", "EC:6.1.1.11"]	NCBI:txid321314
Q9CKK7	RLUE_PASMU	Ribosomal large subunit pseudouridine synthase E	["rRNA pseudouridylate synthase E", "rRNA-uridine isomerase E", "EC:5.4.99.20"]	NCBI:txid272843
Q83DY4	NADD_COXBU	Probable nicotinate-nucleotide adenylyltransferase	["Deamido-NAD(+) diphosphorylase", "Nicotinate mononucleotide adenylyltransferase", "Deamido-NAD(+) pyrophosphorylase", "EC:2.7.7.18"]	NCBI:txid227377
Q03QS9	DPO3_LACBA	DNA polymerase III PolC-type	["PolIII", "EC:2.7.7.7"]	NCBI:txid387344
Q9LFR3	GASAE_ARATH	Gibberellin-regulated protein 14 (precursor)	["GAST1 protein homolog 14"]	NCBI:txid3702
A7GVQ1	RL34_BACCN	50S ribosomal protein L34	[]	NCBI:txid315749
Q5GWS5	RL7_XANOR	50S ribosomal protein L7/L12	[]	NCBI:txid291331
Q02773	RPM2_YEAST	Ribonuclease P protein component, mitochondrial (precursor)	["EC:3.1.26.5", "RNase P"]	NCBI:txid559292
